Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,Smiles#2,Tmelt#1,Tmelt#2,MW,HBD_total,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_NH0,fr_NH1,fr_amide,AROM,ALERTS,n_HM
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.552,0.448,361.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,138.068752,1.0,0.448,0.0,0.0,0.0,0.552,0.0,0.0,0.448,0.552,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.5,0.5,298.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,137.88799999999998,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.37,0.63,291.6589,No,10.1016/j.gee.2020.11.020,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,137.43612,1.0,0.63,0.0,0.0,0.0,0.37,0.0,0.0,0.63,0.37,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.331,0.669,298.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,137.30055599999997,1.0,0.669,0.0,0.0,0.0,0.331,0.0,0.0,0.669,0.331,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.302,0.698,310.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,137.19975199999996,1.0,0.698,0.0,0.0,0.0,0.302,0.0,0.0,0.698,0.302,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.252,0.748,325.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,137.02595199999996,1.0,0.748,0.0,0.0,0.0,0.252,0.0,0.0,0.748,0.252,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.199,0.801,340.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,578.15,349.6,136.841724,1.0,0.801,0.0,0.0,0.0,0.199,0.0,0.0,0.801,0.199,0.0
2,3,didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,0.3333,0.6667,266.15,No,10.1021/acssuschemeng.0c00559,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],O=C(O)Cc1ccccc1,370.15,349.6,230.1552652000001,0.6667,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,0.6666,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.45,0.55,342.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,145.42905,1.0,0.55,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.45,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.4,0.6,316.817,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,145.95659999999998,1.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.331,0.669,295.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,146.684619,1.0,0.669,0.0,0.0,0.0,0.331,0.0,0.0,0.669,0.331,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.33,0.67,293.9791,No,10.1016/j.gee.2020.11.020,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,146.69517,1.0,0.67,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.33,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.302,0.698,296.817,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,146.99059799999998,1.0,0.698,0.0,0.0,0.0,0.302,0.0,0.0,0.698,0.302,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.25,0.75,304.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,147.53924999999998,1.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.199,0.801,310.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,578.15,321.1,148.077351,1.0,0.801,0.0,0.0,0.0,0.199,0.0,0.0,0.801,0.199,0.0
2,3,tetraethylazanium;bromide,heptanedioic acid,0.56,0.44,328.1,No,10.1016/j.gee.2020.11.020,CC[N+](CC)(CC)CC.[Br-],O=C(O)CCCCCC(=O)O,633.0,368.2,188.16340000000002,0.88,0.88,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;bromide,heptanedioic acid,0.55,0.45,309.6,No,10.1021/acs.jpcb.0c01680,CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)CCCCCC(=O)O,583.0,368.2,218.5229,0.9,0.9,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.89,0.11,370.69,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,354.46846,0.22,0.22,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.8900000000000001,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.78,0.22,355.172,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,330.45392000000004,0.44,0.44,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1.78,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.71,0.29,347.701,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,315.17193999999995,0.58,0.58,0.0,0.0,0.0,0.71,0.0,0.0,0.0,1.71,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.388,0.612,338.506,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,244.87483200000003,1.224,1.224,0.0,0.0,0.0,0.388,0.0,0.0,0.0,1.388,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.28,0.72,359.195,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,221.29692,1.44,1.44,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.28,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.173,0.827,370.69,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,197.937322,1.654,1.654,0.0,0.0,0.0,0.173,0.0,0.0,0.0,1.173,0.0
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.091,0.909,375.862,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,375.9,368.2,180.035574,1.818,1.818,0.0,0.0,0.0,0.091,0.0,0.0,0.0,1.091,0.0
2,3,tetrabutylazanium;bromide,propanoic acid,0.5,0.5,254.01,No,10.1021/acs.energyfuels.6b00471,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O,390.8,252.15,198.22699999999995,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.905,0.095,355.902,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,136.82216999999997,1.095,0.0,0.0,0.0,0.19,0.905,0.0,0.0,0.095,0.905,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.803,0.197,350.927,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,133.81174199999998,1.197,0.0,0.0,0.0,0.394,0.803,0.0,0.0,0.197,0.803,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.753,0.247,342.637,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,132.336042,1.2469999999999999,0.0,0.0,0.0,0.494,0.753,0.0,0.0,0.247,0.753,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.672,0.328,336.834,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,129.945408,1.328,0.0,0.0,0.0,0.656,0.672,0.0,0.0,0.328,0.672,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.505,0.495,279.632,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,125.01656999999999,1.495,0.0,0.0,0.0,0.99,0.505,0.0,0.0,0.495,0.505,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.338,0.662,291.238,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,120.08773199999999,1.6620000000000001,0.0,0.0,0.0,1.324,0.338,0.0,0.0,0.662,0.338,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.258,0.742,302.845,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,117.72661199999997,1.742,0.0,0.0,0.0,1.484,0.258,0.0,0.0,0.742,0.258,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.204,0.796,316.109,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,116.13285599999998,1.796,0.0,0.0,0.0,1.592,0.204,0.0,0.0,0.796,0.204,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.102,0.898,340.979,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,578.15,382.5,113.12242799999999,1.8980000000000001,0.0,0.0,0.0,1.796,0.102,0.0,0.0,0.898,0.102,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.896,0.104,550.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,139.469584,1.104,0.0,0.104,0.0,0.104,0.896,0.0,0.0,0.104,0.896,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.794,0.206,505.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,139.31617599999998,1.206,0.0,0.206,0.0,0.206,0.794,0.0,0.0,0.206,0.794,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.697,0.303,438.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,139.17028799999997,1.303,0.0,0.303,0.0,0.303,0.697,0.0,0.0,0.303,0.697,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.592,0.408,393.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,139.01236799999998,1.408,0.0,0.408,0.0,0.408,0.592,0.0,0.0,0.408,0.592,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.5,0.5,341.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.874,1.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.496,0.504,340.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.86798399999998,1.504,0.0,0.504,0.0,0.504,0.496,0.0,0.0,0.504,0.496,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.403,0.597,352.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.728112,1.597,0.0,0.597,0.0,0.597,0.403,0.0,0.0,0.597,0.403,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.295,0.705,366.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.56568,1.7049999999999998,0.0,0.705,0.0,0.705,0.295,0.0,0.0,0.705,0.295,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.211,0.789,385.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.439344,1.7890000000000001,0.0,0.789,0.0,0.789,0.211,0.0,0.0,0.789,0.211,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.113,0.887,406.9,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,578.15,432.15,138.291952,1.887,0.0,0.887,0.0,0.887,0.113,0.0,0.0,0.887,0.113,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.899,0.101,574.55,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,127.263284,0.101,0.101,0.0,0.0,0.0,0.899,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.799,0.201,513.15,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,144.751684,0.201,0.201,0.0,0.0,0.0,0.799,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.701,0.299,461.55,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,161.89031599999996,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.577,0.423,415.95,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,183.57593199999997,0.423,0.423,0.0,0.0,0.0,0.577,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.486,0.514,378.15,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,199.49037599999997,0.514,0.514,0.0,0.0,0.0,0.486,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.376,0.624,337.95,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,218.72761599999995,0.624,0.624,0.0,0.0,0.0,0.376,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.314,0.686,339.45,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,229.57042399999997,0.686,0.686,0.0,0.0,0.0,0.314,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.195,0.805,342.65,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,250.38161999999994,0.805,0.805,0.0,0.0,0.0,0.195,0.0,0.0,0.0,1.0,0.0
2,3,tetramethylazanium;chloride,octadecanoic acid,0.102,0.898,343.25,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,612.87,343.67,266.6458319999999,0.898,0.898,0.0,0.0,0.0,0.102,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.911,0.089,493.55,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,176.279064,0.089,0.089,0.0,0.0,0.0,0.911,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.794,0.206,447.45,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,190.175856,0.206,0.206,0.0,0.0,0.0,0.794,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.701,0.299,411.75,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,201.22202399999998,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.594,0.406,373.35,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,213.93105599999996,0.406,0.406,0.0,0.0,0.0,0.594,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.505,0.495,349.85,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,224.50212,0.495,0.495,0.0,0.0,0.0,0.505,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.412,0.588,321.65,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,235.54828799999993,0.588,0.588,0.0,0.0,0.0,0.412,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.309,0.691,332.78,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,247.78221599999995,0.691,0.691,0.0,0.0,0.0,0.309,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.288,0.712,333.35,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,250.27651199999994,0.712,0.712,0.0,0.0,0.0,0.288,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.226,0.774,338.21,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,257.64062399999995,0.774,0.774,0.0,0.0,0.0,0.226,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.189,0.811,339.45,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,262.035336,0.811,0.811,0.0,0.0,0.0,0.189,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.117,0.883,342.25,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,270.5872079999999,0.883,0.883,0.0,0.0,0.0,0.117,0.0,0.0,0.0,1.0,0.0
2,3,tetraethylazanium;chloride,octadecanoic acid,0.103,0.897,342.52,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67,272.25007199999993,0.897,0.897,0.0,0.0,0.0,0.103,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.868,0.132,473.35,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,230.08817599999998,0.132,0.132,0.0,0.0,0.0,0.868,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.778,0.222,458.55,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,235.72829599999997,0.222,0.222,0.0,0.0,0.0,0.778,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.701,0.299,424.75,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,240.55373199999997,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.593,0.407,392.85,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,247.32187599999992,0.407,0.407,0.0,0.0,0.0,0.593,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.501,0.499,337.22,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,253.08733199999995,0.499,0.499,0.0,0.0,0.0,0.501,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.446,0.554,329.18,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,256.534072,0.554,0.554,0.0,0.0,0.0,0.446,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.4,0.6,327.92,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,259.41679999999997,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.398,0.602,327.25,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,259.5421359999999,0.602,0.602,0.0,0.0,0.0,0.398,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.307,0.693,332.15,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,265.24492399999997,0.693,0.693,0.0,0.0,0.0,0.307,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.299,0.701,332.47,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,265.74626799999993,0.701,0.701,0.0,0.0,0.0,0.299,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.202,0.798,339.86,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,271.82506399999994,0.798,0.798,0.0,0.0,0.0,0.202,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.201,0.799,339.05,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,271.8877319999999,0.799,0.799,0.0,0.0,0.0,0.201,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.11,0.89,342.43,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,277.5905199999999,0.89,0.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.0,0.0
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.1,0.9,340.25,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,502.4,343.67,278.21719999999993,0.9,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.898,0.102,337.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344.0,343.67,278.5931199999999,0.102,0.102,0.0,0.0,0.0,0.898,0.0,0.0,0.0,1.0,0.0
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.8,0.2,333.7,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344.0,343.67,279.2359999999999,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.682,0.318,328.2,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344.0,343.67,280.0100799999999,0.318,0.318,0.0,0.0,0.0,0.682,0.0,0.0,0.0,1.0,0.0
